url,branch_name
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9A00&b=0039004100390050,00990A主動元大AI新經濟
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9A00&b=0039004100390050,00632R元大台灣50反1
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9A00&b=0039004100390050,00953B群益優選非投等債
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9A00&b=0039004100390050,00680L元大美債20正2
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9A00&b=0039004100390050,00675L富邦臺灣加權正2
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9A00&b=0039004100390050,006208富邦台50
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9A00&b=0039004100390050,00919群益台灣精選高息
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9A00&b=0039004100390050,00878國泰永續高股息
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9A00&b=0039004100390050,00939統一台灣高息動能
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9A00&b=0039004100390050,00687B國泰20年美債
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9A00&b=0039004100390050,00663L國泰臺灣加權正2
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9A00&b=0039004100390050,00937B群益ESG投等債20
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9A00&b=0039004100390050,00971野村美國研發龍頭
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9A00&b=0039004100390050,00631L元大台灣50正2
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9200&b=9268,00878國泰永續高股息
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9200&b=9268,00937B群益ESG投等債20
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9200&b=9268,00919群益台灣精選高息
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9200&b=9268,00687B國泰20年美債
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9200&b=9268,006208富邦台50
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9200&b=9268,00679B元大美債20年
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9200&b=9268,00881國泰台灣科技龍頭
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9200&b=9268,00918大華優利高填息30
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9200&b=9268,00751B元大AAA至A公司債
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9200&b=9268,00631L元大台灣50正2
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9200&b=9268,00713元大台灣高息低波
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9200&b=9268,00982A主動群益台灣強棒
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9200&b=9268,00922國泰台灣領袖50
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9200&b=9268,00795B中信美國公債20年
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9200&b=9268,00950B凱基A級公司債
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9200&b=9268,00696B富邦美債20年
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9200&b=9268,00929復華台灣科技優息
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9200&b=9268,00988A主動統一全球創新
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9200&b=9268,00720B元大投資級公司債
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9200&b=9268,00637L元大滬深300正2
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9200&b=9268,00857B永豐20年美公債
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9200&b=9268,00891中信關鍵半導體
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9200&b=9268,00764B群益25年美債
https://5850web.moneydj.com/z/zg/zgb/zgb0.djhtm?a=9200&b=9268,00940元大台灣價值高息
